ID,OBJID,RELATIVE_FRAME,LANE_ID,ORIENTATION,SOLIDITY,AREA,WIDTH,COMPACTNESS_RATIO,ASPECT_RATIO,ECCENTRICITY,CENTROID_X,CENTROID_Y,YOCC,YCLASS
47,52,14,4,0.42512,0.88557,0.2885,0.64414,0.7441,1,0.93456,242.74,175.53,0,2
47,52,15,4,0.34373,0.76275,0.31007,0.75862,0.44927,1.0526,0.87273,243.25,176.1,0,2
47,52,16,4,0.25052,0.83731,0.29789,0.66788,0.65951,1.1176,0.94343,243.43,177.22,0,2
47,52,17,4,0.6622,0.92105,0.29111,0.66109,0.7952,0.94118,0.88477,243.33,177.93,0,2
47,52,18,4,0.67053,0.91429,0.28521,0.65521,0.76761,0.94118,0.8504,243.96,178.56,0,2
47,52,19,4,0.038684,0.88841,0.29515,0.71745,0.76516,0.89474,0.94085,244.47,180.03,0,2
47,52,20,4,0.64133,0.86693,0.309,0.747,0.70016,0.95,0.86579,244.69,180.83,0,2
47,52,21,4,0.7308,0.90467,0.30558,0.70334,0.74549,0.89474,0.93264,245.28,181.49,0,2
47,52,22,4,0.95776,0.86364,0.30439,0.65769,0.67681,1.1111,0.96421,246.02,182.46,0,2
47,52,23,4,0.62141,0.88582,0.31537,0.65182,0.72209,1.1667,0.95439,246.44,183.14,0,2
47,52,24,4,0.055807,0.76219,0.31013,0.81008,0.40708,0.91304,0.8966,247.32,185.27,0,2
47,52,25,4,0.61948,0.90431,0.29087,0.69482,0.75721,0.9,0.8623,247.3,186.34,0,2
47,52,26,4,0.65906,0.87211,0.29029,0.65335,0.62792,0.94737,0.93572,247.75,187.16,0,2
47,52,27,4,0.77621,0.95353,0.2963,0.64577,0.85057,0.94737,0.85829,248.37,188.09,0,2
47,52,28,4,0.60622,0.91892,0.30581,0.67061,0.75445,0.95,0.88355,249,189.19,0,2
47,52,29,4,0.95059,0.89118,0.32389,0.65389,0.62661,1.1,0.92917,249.72,191.28,0,2
47,52,30,4,0.53896,0.84326,0.34105,0.80923,0.54942,0.84,0.90453,250.7,192.12,0,2
47,52,31,4,0.64966,0.8971,0.31399,0.66888,0.73174,0.95238,0.88798,250.37,193.5,0,2
47,52,32,4,0.78947,0.89744,0.32456,0.6561,0.61402,1,0.94653,250.95,195.17,0,2
47,52,33,4,0.88834,0.92673,0.32897,0.62074,0.7964,1.1,0.95402,251.54,195.75,0,2
47,52,34,4,0.82708,0.91899,0.33144,0.66477,0.77597,1,0.91039,252.3,198.15,0,2
47,52,35,4,0.79842,0.90335,0.32275,0.6844,0.73907,1,0.90179,252.71,199.56,0,2
47,52,36,4,0.74755,0.90805,0.33899,0.70308,0.72533,1,0.9006,253.32,201,0,2
47,52,37,4,0.81302,0.90953,0.31578,0.63671,0.74341,1.0455,0.88427,253.71,202.15,0,2
47,52,38,4,0.92802,0.82164,0.34265,0.76982,0.47132,1.037,0.90566,254.52,203.58,0,2
47,52,39,4,0.76072,0.89248,0.32514,0.68946,0.69785,1,0.86288,255.37,206.83,0,2
47,52,40,4,0.85619,0.92836,0.34319,0.65096,0.77135,1.125,0.81649,256.23,208.5,0,2
47,52,41,4,0.92372,0.92344,0.34719,0.67062,0.69626,1.08,0.82463,257.02,209.62,0,2
47,52,42,4,0.85977,0.93441,0.33747,0.65508,0.80988,1.08,0.81203,257.49,212.04,0,2
47,52,43,4,0.83317,0.87137,0.34806,0.7467,0.66122,0.96552,0.85034,258.61,213.89,0,2
47,52,44,4,0.90026,0.87775,0.33339,0.64693,0.54873,1.1538,0.8035,259.57,217.6,0,2
47,52,45,4,0.8664,0.90121,0.33452,0.65932,0.62456,1.1111,0.78703,260.43,219.69,0,2
47,52,46,4,0.85225,0.91929,0.34695,0.67444,0.79046,1.0714,0.82388,261.34,221.23,0,2
47,52,47,4,0.8801,0.91483,0.36014,0.68552,0.75418,1.0345,0.82379,262.46,223.39,0,2
48,53,1,4,0.90503,0.88673,0.3291,0.73518,0.73259,1,0.91693,237.21,163.38,0,2
48,53,2,4,0.72892,0.88742,0.32294,0.73638,0.72603,0.93333,0.96185,237.31,163.28,0,2
48,53,3,4,0.98507,0.94483,0.31159,0.66767,0.83567,1.0714,0.89018,237.88,164.93,0,2
48,53,4,4,0.42844,0.81006,0.32471,0.80448,0.5814,0.94118,0.97577,238.72,165.37,0,2
48,53,5,4,0.82664,0.91961,0.31503,0.65711,0.79434,1,0.97471,238.53,165.85,0,2
48,53,6,4,0.82664,0.91961,0.31503,0.65711,0.79434,1,0.97471,238.53,165.85,0,2
48,53,7,4,0.6399,0.87664,0.3468,0.72912,0.6838,1,0.96802,239.34,167.6,0,2
48,53,8,4,0.97844,0.90294,0.31597,0.63518,0.74475,1.1429,0.90122,239.26,167.86,0,2
48,53,9,4,0.88027,0.86813,0.31538,0.67016,0.66839,1.0667,0.89516,239.47,168.8,0,2
48,53,10,4,0.78789,0.88919,0.3319,0.71869,0.67561,1,0.90434,239.51,168.47,0,2
48,53,11,4,0.85308,0.90884,0.31868,0.66022,0.77924,1.1333,0.9637,240.01,169.72,0,2
48,53,12,4,0.71468,0.88946,0.32099,0.73227,0.71585,0.94118,0.92297,240.33,171.08,0,2
48,53,13,4,0.95149,0.93048,0.31961,0.68573,0.81254,1,0.93199,240.07,171.4,0,2
48,53,14,4,0.88906,0.91395,0.35423,0.67933,0.73245,1.125,0.92569,240.67,172,0,2
48,53,15,4,0.47699,0.89165,0.35772,0.76606,0.7301,0.94444,0.93525,241.13,171.85,0,2
48,53,16,4,0.90456,0.93889,0.29071,0.62213,0.8428,1.0667,0.89967,240.85,173.54,0,2
48,53,17,4,0.84634,0.869,0.33212,0.73535,0.7056,0.94444,0.94876,241.53,174.54,0,2
48,53,18,4,0.085949,0.82384,0.38478,0.85615,0.43145,0.90476,0.88231,242.42,174.68,0,2
48,53,19,4,0.91901,0.87723,0.36001,0.68536,0.68613,1.0588,0.92233,241.82,175.44,0,2
48,53,20,4,0.92411,0.86876,0.37494,0.67904,0.65739,1.1765,0.90451,242.06,176.07,0,2
48,53,21,4,0.89957,0.90262,0.37305,0.70819,0.69738,1.0556,0.84879,242.48,177.12,0,2
48,53,22,4,0.49765,0.79524,0.37392,0.88861,0.39057,0.91304,0.93962,243.53,178.39,0,2
48,53,23,4,0.85577,0.83784,0.36701,0.69245,0.60469,1.2222,0.82817,243.51,178.7,0,2
48,53,24,4,0.96259,0.95127,0.34827,0.68004,0.86398,1.0556,0.85174,243.44,180,0,2
48,53,25,4,0.97164,0.86316,0.34165,0.70807,0.62127,1,0.91016,243.8,181,0,2
48,53,26,4,0.90181,0.86813,0.37877,0.74024,0.56781,1.05,0.91667,244.41,181.5,0,2
48,53,27,4,0.93728,0.91291,0.38329,0.72275,0.71666,1.05,0.90647,244.66,183.29,0,2
48,53,28,4,0.96259,0.90343,0.36558,0.74561,0.6725,1.0476,0.8382,245.37,184.64,0,2
48,53,29,4,0.98579,0.87699,0.37588,0.77486,0.55748,1,0.89404,245.74,185.27,0,2
48,53,30,4,0.92823,0.91266,0.3828,0.69887,0.74643,1.15,0.79986,246.05,185.88,0,2
48,53,31,4,0.87482,0.8518,0.36458,0.75752,0.58327,0.95455,0.87528,246.13,187.05,0,2
48,53,32,4,0.93895,0.90795,0.36606,0.70424,0.73317,1.0952,0.87614,247.34,189.18,0,2
48,53,33,4,0.92417,0.92769,0.37574,0.69811,0.72267,1.0476,0.84425,247.24,189.9,0,2
48,53,34,4,0.94199,0.90414,0.37485,0.72101,0.70954,1,0.86188,247.51,191.08,0,2
48,53,35,4,0.94095,0.87073,0.37719,0.6826,0.57092,1.1905,0.76129,248.07,191.77,0,2
48,53,36,4,0.96522,0.90482,0.37785,0.70687,0.67774,1.1364,0.76541,248.33,192.75,0,2
48,53,37,4,0.92053,0.91945,0.3904,0.68773,0.74615,1.1818,0.77565,249.08,195.12,0,2
48,53,38,4,0.95465,0.90795,0.3789,0.70832,0.74857,1.1304,0.77881,249.83,196.44,0,2
48,53,39,4,0.97516,0.88119,0.41059,0.78976,0.61114,1.0385,0.82238,250.18,197.68,0,2
48,53,40,4,0.95779,0.83871,0.41173,0.8122,0.61812,1.037,0.83892,250.62,198.56,0,2
48,53,41,4,0.99128,0.82718,0.42676,0.73554,0.49086,1.28,0.74069,251.64,200.6,0,2
48,53,42,4,0.99958,0.91179,0.41265,0.71358,0.69546,1.2,0.79368,252.12,203.47,0,2
48,53,43,4,0.94561,0.90578,0.40464,0.70453,0.71706,1.16,0.81103,252.84,204.7,0,2
48,53,44,4,0.93656,0.89681,0.42153,0.72143,0.62747,1.1538,0.79443,253.19,206.22,0,2
48,53,45,4,0.98707,0.91374,0.42984,0.71274,0.70678,1.1923,0.77397,253.59,207.43,0,2
48,53,46,4,0.95698,0.82867,0.43224,0.81029,0.54803,1.0667,0.77144,254.34,208.92,0,2
48,53,47,4,0.97928,0.92655,0.44725,0.73111,0.74552,1.2143,0.74262,255.44,212.41,0,2
48,53,48,4,0.96665,0.90127,0.44437,0.7438,0.61899,1.2069,0.75097,255.81,214.31,0,2
48,53,49,4,0.97498,0.92161,0.44301,0.70465,0.7145,1.25,0.74445,256.84,216.35,0,2
48,53,50,4,0.98313,0.92246,0.45818,0.71702,0.72172,1.2759,0.74527,257.5,218.3,0,2
48,53,51,4,0.97006,0.94864,0.46402,0.70507,0.81895,1.2759,0.73919,258.3,220.18,0,2
49,54,1,1,0.3921,0.97736,0.35232,0.73023,0.92452,0.92857,0.93201,177.47,164.39,0,2
49,54,2,1,0.64904,0.9588,0.34754,0.7295,0.87127,0.92857,0.9237,177.44,164.45,0,2
49,54,3,1,0.30204,0.92015,0.32184,0.72203,0.78438,0.92857,0.91327,176.89,165.13,0,2
49,54,4,1,0.31959,0.94386,0.35509,0.71934,0.79179,1,0.94327,176.65,165.38,0,2
49,54,5,1,0.19092,0.95439,0.35892,0.71921,0.8659,1,0.96971,176.45,165.4,0,2
49,54,6,1,0.36484,0.8908,0.39805,0.81082,0.73192,0.9375,0.87957,176.06,166.32,0,2
49,54,7,1,0,0.91892,0.34385,0.80452,0.79862,0.8125,0.80554,175.79,166.85,0,2
49,54,8,1,0.019322,0.95563,0.35075,0.7508,0.86084,0.86667,0.88612,175.28,167.16,0,2
49,54,9,1,0.39303,0.90032,0.34919,0.74913,0.7658,0.86667,0.87932,175.47,167.31,0,2
49,54,10,1,0.2464,0.92857,0.3531,0.74537,0.81225,0.93333,0.86993,175.01,167.66,0,2
49,54,11,1,0.68415,0.88182,0.3491,0.83271,0.72588,0.88235,0.8258,174.63,168.66,0,2
49,54,12,1,0.74873,0.93931,0.38817,0.782,0.82376,1,0.81961,174.11,168.82,0,2
49,54,13,1,0.49875,0.98466,0.37974,0.77826,0.95291,0.875,0.85411,173.83,169.16,0,2
49,54,14,1,0.67461,0.93072,0.35914,0.77141,0.77959,0.9375,0.82844,174,169.78,0,2
49,54,15,1,0.52871,0.95822,0.39871,0.81849,0.85837,0.88235,0.82219,173.4,169.88,0,2
49,54,16,1,0.54573,0.96188,0.36833,0.80565,0.85914,0.88235,0.8215,172.97,171.02,0,2
49,54,17,1,0.54112,0.94085,0.36948,0.79962,0.8353,0.88235,0.8722,172.65,171.57,0,2
49,54,18,1,0.36905,0.95677,0.36181,0.79366,0.85682,0.88235,0.79285,172.4,172.12,0,2
49,54,19,1,0.53719,0.93514,0.37453,0.83752,0.83027,0.88889,0.8944,172.38,172.37,0,2
49,54,20,1,0.51318,0.94517,0.38607,0.83132,0.85557,0.88889,0.81869,171.58,172.92,0,2
49,54,21,1,0.59885,0.9467,0.39084,0.73245,0.86268,1.0625,0.87122,171.42,173.58,0,2
49,54,22,1,0.39727,0.9729,0.37409,0.77608,0.90473,0.88235,0.85801,171.08,173.79,0,2
49,54,23,1,0.4494,0.94132,0.40962,0.85879,0.83203,0.84211,0.83741,170.72,174.54,0,2
49,54,24,1,0.59336,0.96419,0.38375,0.76704,0.88488,0.94118,0.87989,170.3,174.68,0,2
49,54,25,1,0.61378,0.9284,0.38865,0.75992,0.80147,1,0.81903,170.23,175.39,0,2
49,54,26,1,0.62259,0.95854,0.38437,0.75187,0.88571,1,0.85726,169.27,176.22,0,2
49,54,27,1,0.62425,0.89429,0.40844,0.83495,0.70448,0.94737,0.89608,169.07,176.72,0,2
49,54,28,1,0.50287,0.93142,0.39926,0.78392,0.80637,0.94444,0.85448,168.57,177.43,0,2
49,54,29,1,0.24313,0.925,0.41651,0.82298,0.80338,0.84211,0.87935,168.38,177.86,0,2
49,54,30,1,0.72806,0.96444,0.40211,0.7318,0.87909,1,0.9316,168.2,178.35,0,2
49,54,31,1,0.52347,0.93426,0.42107,0.80512,0.7949,0.94737,0.86671,167.31,179.62,0,2
49,54,32,1,0.55013,0.95975,0.40436,0.76054,0.86443,0.94444,0.81506,166.83,179.86,0,2
49,54,33,1,0.67664,0.92871,0.41159,0.796,0.82921,0.94737,0.8732,166.52,180.55,0,2
49,54,34,1,0.65867,0.90288,0.43,0.8278,0.68188,0.95,0.86596,165.96,181.55,0,2
49,54,35,1,0.55003,0.90556,0.41933,0.78685,0.75729,1,0.8915,165.9,181.5,0,2
49,54,36,1,0.50446,0.96023,0.41751,0.85224,0.87845,0.85714,0.82101,164.88,183.21,0,2
49,54,37,1,0.53476,0.94858,0.4392,0.89144,0.86073,0.81818,0.78348,164.91,183.34,0,2
49,54,38,1,0.54485,0.95644,0.40541,0.76133,0.85801,0.94737,0.83387,164.12,184.29,0,2
49,54,39,1,0.56019,0.93686,0.4343,0.8353,0.80781,0.90476,0.82529,163.68,184.93,0,2
49,54,40,1,0.43293,0.94434,0.4091,0.82824,0.86338,0.85714,0.77479,163.76,185.66,0,2
49,54,41,1,0.26771,0.88235,0.44221,0.89429,0.74455,0.82609,0.84863,162.31,186.91,0,2
49,54,42,1,0.53394,0.93,0.41194,0.84535,0.79225,0.86364,0.79129,162.42,187.97,0,2
49,54,43,1,0.45227,0.90909,0.44102,0.84351,0.70869,0.86364,0.90255,161.39,188.16,0,2
49,54,44,1,0.66021,0.97419,0.43446,0.79651,0.90409,0.90476,0.80423,161.32,189.14,0,2
49,54,45,1,0.69253,0.92396,0.4542,0.82626,0.73174,0.95455,0.82404,160.56,190.04,0,2
49,54,46,1,0.23302,0.91931,0.47827,0.92747,0.75338,0.84,0.80423,158.86,191.17,0,2
49,54,47,1,0.71826,0.94805,0.44195,0.80694,0.82379,0.95455,0.79441,158.87,192.23,0,2
49,54,48,1,0.4297,0.89727,0.46068,0.91355,0.68437,0.84,0.87041,158.12,192.58,0,2
49,54,49,1,0.64032,0.93191,0.45718,0.83245,0.74769,0.95652,0.80317,157.34,193.49,0,2
49,54,50,1,0.43441,0.87407,0.4569,0.89815,0.64513,0.84,0.85993,156.91,194.2,0,2
49,54,51,1,0.50844,0.9661,0.46159,0.81182,0.88476,0.91304,0.81184,156.13,195.91,0,2
49,54,52,1,0.50835,0.92745,0.47312,0.84297,0.68135,0.875,0.86897,155.52,196.38,0,2
49,54,56,1,0.53142,0.88338,0.50974,0.9377,0.59854,0.85714,0.83933,151.95,201.17,0,2
49,54,58,1,0.33145,0.86558,0.51673,1.0209,0.51049,0.77419,0.85685,150.41,202.91,0,2
49,54,59,1,0.48508,0.86158,0.51521,1.0099,0.53615,0.80645,0.83088,149.9,204.05,0,2
49,54,60,1,0.20445,0.83397,0.57097,1.1303,0.36726,0.71429,0.76885,148,204.97,0,2
49,54,61,1,0.41866,0.89621,0.54508,0.94962,0.5907,0.83333,0.8691,147.41,207.12,0,2
49,54,62,1,0.88608,0.81928,0.53197,0.87559,0.47477,1.1786,0.92422,147.15,208.46,0,2
49,54,63,1,0.63051,0.89448,0.52726,0.98989,0.60588,0.8125,0.79141,146.32,209.65,0,2
49,54,64,1,0.85769,0.83478,0.54146,0.88914,0.52793,1.1034,0.87637,145.38,210.65,0,2
49,54,65,1,0.72172,0.91899,0.51576,0.87892,0.69134,1,0.79589,144.65,211.96,0,2
49,54,66,1,0.81627,0.86361,0.57769,0.89505,0.55418,1.2,0.84627,142.88,213.75,0,2
49,54,67,1,0.6076,0.86512,0.60656,0.86014,0.55275,1.2759,0.83849,141.79,214.43,0,2
49,54,68,1,0.82901,0.88239,0.53856,0.86924,0.65604,1.1,0.786,140.98,217.18,0,2
49,54,69,1,0.74058,0.93644,0.54375,0.88778,0.75639,0.93548,0.77329,139.86,218.57,0,2
49,54,70,1,0.77197,0.91887,0.56008,0.90743,0.6902,1,0.78427,138.97,219.76,0,2
49,54,71,1,0.76948,0.94682,0.5585,0.94044,0.73364,0.88235,0.75137,136.78,222.82,0,2
49,54,72,1,0.75908,0.92133,0.56184,0.95827,0.70168,0.88571,0.75903,135.81,224.1,0,2
50,57,1,4,0.29186,0.83376,0.37614,0.81664,0.60992,0.94118,0.88528,236.74,164.51,0,2
50,57,2,4,0.55293,0.91785,0.36048,0.75475,0.82924,0.9375,0.94582,236.7,165.56,0,2
50,57,3,4,0.39476,0.87701,0.36132,0.79795,0.69183,0.82353,0.86964,236.95,165.85,0,2
50,57,4,4,0.50493,0.92183,0.3666,0.78713,0.79971,0.82353,0.92562,236.92,166.65,0,2
50,57,5,4,0.059234,0.87848,0.36006,0.81999,0.74931,0.83333,0.91327,237.2,167.62,0,2
50,57,6,4,0.54129,0.8987,0.35022,0.76489,0.77848,0.88235,0.94786,237.34,168.37,0,2
50,57,7,4,0.69516,0.91436,0.36205,0.75927,0.77975,0.94118,0.91242,237.17,168.82,0,2
50,57,8,4,0.71522,0.95039,0.356,0.75186,0.84481,0.94118,0.88826,237.32,169.42,0,2
50,57,9,4,0.69238,0.90398,0.36934,0.78742,0.72768,0.88889,0.87771,237.8,170.11,0,2
50,57,10,4,0.42763,0.8913,0.38068,0.81876,0.72961,0.84211,0.92567,238.51,171.06,0,2
50,57,11,4,0.45092,0.86373,0.3721,0.80751,0.70911,0.89474,0.94489,238.86,171.94,0,2
50,57,12,4,0.87276,0.8501,0.37172,0.76277,0.58234,1,0.97054,239.37,172.13,0,2
50,57,13,4,0.66945,0.97573,0.35074,0.66837,0.9232,1,0.93162,239.39,173.06,0,2
50,57,14,4,0.7085,0.89429,0.35738,0.73992,0.77038,1,0.96603,239.25,174.13,0,2
50,57,15,4,0.27605,0.94835,0.37137,0.68385,0.81268,1.0588,0.99224,240.02,175.59,0,2
50,57,16,4,0.77881,0.93666,0.38657,0.71646,0.81755,1.0556,0.93273,240.59,176.31,0,2
50,57,17,4,0.82834,0.9283,0.38545,0.71251,0.82354,1.0556,0.92708,240.61,176.69,0,2
50,57,18,4,0.82511,0.91111,0.37504,0.70282,0.76352,1.0556,0.94725,240.76,177.65,0,2
50,57,19,4,0.51639,0.89899,0.399,0.8118,0.71187,0.90476,0.94308,241.09,178.35,0,2
50,57,20,4,0.099684,0.80641,0.39705,0.9465,0.52067,0.8,0.91784,241.88,179.84,0,2
50,57,21,4,0.86156,0.9401,0.39568,0.71108,0.86061,1.0526,0.92827,242.13,180.69,0,2
50,57,22,4,0.76618,0.91456,0.39401,0.7754,0.79536,0.95238,0.94688,242.24,181.68,0,2
50,57,23,4,0.81723,0.91756,0.40225,0.73174,0.7448,1.05,0.87452,242.78,182.36,0,2
50,57,24,4,0.79153,0.92375,0.41364,0.76098,0.7336,1,0.92785,242.64,183.09,0,2
50,57,25,4,0.8716,0.89502,0.4135,0.77583,0.72147,1,0.92461,243.61,185.17,0,2
50,57,26,4,0.80801,0.93036,0.40191,0.72847,0.77123,1.0476,0.87351,244.42,186.46,0,2
50,57,27,4,0.89148,0.89734,0.4156,0.7538,0.69965,1.0455,0.91567,244.61,187.44,0,2
50,57,28,4,0.69946,0.91667,0.40748,0.74274,0.71457,1,0.89722,244.73,188.63,0,2
50,57,29,4,0.78839,0.92811,0.40413,0.73558,0.77455,1.0455,0.88841,245.05,189.42,0,2
50,57,30,4,0.90052,0.91254,0.41747,0.74631,0.73921,1.087,0.90385,245.87,191.92,0,2
50,57,31,4,0.81517,0.89405,0.42631,0.80272,0.70886,1,0.87383,246.22,192.81,0,2
50,57,32,4,0.81929,0.87103,0.42638,0.82304,0.64909,0.92308,0.91929,247.26,194.03,0,2
50,57,33,4,0.9299,0.898,0.43981,0.78244,0.67195,1,0.89542,247.75,195.02,0,2
50,57,34,4,0.92641,0.93725,0.44166,0.74125,0.74998,1.0833,0.87243,247.9,196.19,0,2
50,57,35,4,0.96161,0.86484,0.44956,0.80519,0.50765,1.1481,0.8319,248.9,199.35,0,2
50,57,36,4,0.99764,0.89911,0.44176,0.73723,0.67666,1.2,0.82484,249.61,200.39,0,2
50,57,37,4,0.92775,0.90572,0.44851,0.72183,0.67375,1.2,0.79836,250.32,202.37,0,2
50,57,38,4,0.51146,0.77986,0.4935,1.0004,0.43784,0.88571,0.97366,251.77,203.33,0,2
50,57,39,4,0.98803,0.92771,0.45589,0.75861,0.74799,1.1111,0.85925,251.34,205,0,2
50,57,40,4,0.95928,0.90883,0.45831,0.75944,0.66129,1.1071,0.82828,252.77,208.5,0,2
50,57,41,4,0.96564,0.92817,0.46916,0.74709,0.73483,1.1071,0.83059,253.42,210.17,0,2
50,57,42,4,0.95928,0.92814,0.47039,0.76022,0.70061,1.1034,0.83164,254.22,212,0,2
50,57,43,4,0.96985,0.93041,0.48135,0.74879,0.70838,1.1379,0.82261,254.83,213.59,0,2
50,57,44,4,0.99576,0.81128,0.4934,0.86094,0.51143,1,0.904,255.89,215.68,0,2
50,57,45,4,0.99833,0.92702,0.48477,0.75698,0.7368,1.1613,0.79379,257.52,219.69,0,2
50,57,46,4,0.93948,0.94349,0.50131,0.76529,0.75165,1.125,0.78876,258.41,222.05,0,2
51,58,25,2,0.8353,0.92128,2.39,1.3296,0.72948,1.7714,0.49048,186.42,178.44,0,4
51,58,29,2,0.83863,0.90584,2.3777,1.3634,0.70112,1.7368,0.48434,184.85,182.57,0,4
51,58,30,2,0.84544,0.8913,2.4428,1.3948,0.64916,1.775,0.47764,184.09,184.73,0,4
51,58,31,2,0.84775,0.90319,2.4894,1.3445,0.67352,1.8205,0.48262,183.58,185.6,0,4
51,58,32,2,0.85401,0.91302,2.4914,1.3594,0.68785,1.8,0.47299,183.1,186.72,0,4
51,58,33,2,0.85801,0.91599,2.5036,1.3705,0.73312,1.8049,0.46749,182.72,188.03,0,4
51,58,34,2,0.85919,0.90923,2.521,1.3818,0.69612,1.7857,0.46762,182.04,189.31,0,4
51,58,35,2,0.85943,0.90912,2.54,1.405,0.70879,1.75,0.46491,181.06,191.77,0,4
51,58,36,2,0.86485,0.92855,2.5931,1.3812,0.74432,1.8182,0.46233,180.48,193.22,0,4
51,58,37,2,0.86429,0.8621,2.6307,1.4518,0.56056,1.8298,0.45906,179.93,194.6,0,4
51,58,38,2,0.86859,0.90161,2.6137,1.4583,0.71686,1.75,0.45519,179.28,196.04,0,4
51,58,39,2,0.86959,0.88319,2.6586,1.4918,0.64216,1.72,0.45705,178.4,197.65,0,4
52,59,1,3,0.81775,0.89615,0.3163,0.67738,0.80241,1.1538,0.82998,215.04,164.43,0,2
52,59,2,3,0.87868,0.9278,0.33746,0.6662,0.8354,1.0769,0.89928,215.04,165.24,0,2
52,59,3,3,0.88805,0.96604,0.32601,0.60561,0.89297,1.25,0.84362,215.36,165.99,0,2
52,59,4,3,0.88119,0.93471,0.33931,0.64934,0.86015,1.2308,0.81307,215.37,166.5,0,2
52,59,5,3,0.9956,0.91809,0.32869,0.69209,0.83675,1.0714,0.89311,215.51,167.03,0,2
52,59,6,3,0.93212,0.94502,0.3251,0.63212,0.82163,1.1538,0.88882,215.16,167.87,0,2
52,59,7,3,0.89884,0.90354,0.31478,0.66266,0.79756,1.0714,0.90508,215.27,169.27,0,2
52,59,8,3,0.93356,0.94637,0.33358,0.66021,0.84561,1.1429,0.87458,215.1,169.47,0,2
52,59,9,3,0.96281,0.96743,0.31783,0.60142,0.85072,1.1538,0.86417,215.07,170.49,0,2
52,59,10,3,0.93277,0.96176,0.34403,0.6422,0.86838,1.2143,0.85696,215.41,170.96,0,2
52,59,11,3,0.90462,0.9587,0.33515,0.6358,0.86362,1.1429,0.90407,215.34,171.5,0,2
52,59,12,3,0.97672,0.94663,0.32879,0.6626,0.88276,1.1333,0.89601,215.41,173.05,0,2
52,59,13,3,0.93012,0.93056,0.3177,0.65327,0.80591,1.0667,0.92803,215.36,173.86,0,2
52,59,14,3,0.9715,0.95122,0.32918,0.60633,0.88008,1.2857,0.87943,215.36,174.18,0,2
52,59,15,3,0.90451,0.97238,0.32155,0.59841,0.90677,1.2143,0.86109,215.47,174.95,0,2
52,59,16,3,0.95083,0.9782,0.31711,0.58844,0.91614,1.2143,0.87002,215.42,175.94,0,2
52,59,17,3,0.95083,0.9782,0.31711,0.58844,0.91614,1.2143,0.87002,215.42,175.94,0,2
52,59,18,3,0.95015,0.95946,0.35124,0.64973,0.86874,1.25,0.83414,215.81,178.02,0,2
52,59,19,3,0.91397,0.95205,0.33283,0.63926,0.8451,1.1875,0.83317,215.78,179.03,0,2
52,59,20,3,0.94454,0.92026,0.33273,0.67111,0.77599,1.1176,0.88325,216.07,179.79,0,2
52,59,21,3,0.99849,0.92673,0.35647,0.66352,0.8027,1.1765,0.83638,216.07,180.51,0,2
52,59,22,3,0.87988,0.95151,0.33732,0.64339,0.88264,1.1765,0.84681,216.28,182.52,0,2
52,59,23,3,0.94089,0.96078,0.34161,0.63479,0.83158,1.1176,0.87365,216.2,183.41,0,2
52,59,24,3,0.95598,0.95969,0.3376,0.62471,0.85122,1.1176,0.87957,216.24,184.5,0,2
52,59,25,3,0.94991,0.94667,0.32505,0.61484,0.81446,1.1176,0.89165,216.24,185.59,0,2
52,59,26,3,0.90996,0.95454,0.33334,0.64143,0.85713,1.0556,0.91927,215.91,186.62,0,2
52,59,27,3,0.94031,0.92797,0.33426,0.62528,0.76448,1.2222,0.85419,216.29,188.43,0,2
52,59,28,3,0.97168,0.94399,0.33382,0.61442,0.82904,1.2778,0.82257,216.14,189.71,0,2
52,59,29,3,0.95592,0.93002,0.33991,0.6069,0.83614,1.2778,0.8056,216.17,190.62,0,2
52,59,30,3,0.97148,0.93465,0.34136,0.63305,0.80596,1.2632,0.81723,216.3,191.5,0,2
52,59,31,3,0.97889,0.91679,0.33948,0.61933,0.68418,1.3158,0.78388,216.26,193.16,0,2
52,59,32,3,0.96058,0.93333,0.34112,0.63072,0.84926,1.25,0.81169,216.57,195.75,0,2
52,59,33,3,0.98487,0.94201,0.3532,0.65281,0.85057,1.1905,0.84452,216.47,196.89,0,2
52,59,34,3,0.99969,0.94898,0.34667,0.61054,0.86917,1.25,0.79554,216.51,198.37,0,2
52,59,35,3,0.95226,0.93804,0.33951,0.599,0.73402,1.3,0.80069,216.63,199.95,0,2
52,59,36,3,0.94021,0.94637,0.34335,0.58817,0.78179,1.35,0.78905,216.57,201.48,0,2
52,59,37,3,0.99412,0.9173,0.33858,0.62353,0.73728,1.2273,0.8067,216.72,204.69,0,2
52,59,38,3,0.98291,0.93473,0.32441,0.60962,0.7777,1.1818,0.84195,216.81,206.7,0,2
52,59,39,3,0.98023,0.91641,0.33728,0.62621,0.74725,1.1739,0.83826,217.16,208.3,0,2
52,59,40,3,0.94158,0.93919,0.34739,0.6146,0.77574,1.1739,0.84504,217.05,210.04,0,2
52,59,41,3,0.98975,0.9311,0.34517,0.63058,0.83299,1.1667,0.80941,217.07,211.63,0,2
52,59,42,3,0.99369,0.92227,0.36007,0.62862,0.7383,1.24,0.77972,217.26,215.91,0,2
52,59,43,3,0.97317,0.92442,0.35529,0.64295,0.82541,1.1538,0.78898,217.34,217.58,0,2
52,59,44,3,0.99962,0.92458,0.35718,0.62761,0.80046,1.2308,0.77074,217.15,220.06,0,2
